what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.mylyn.team.ui,3.6.1.v20110825-0100,"org.eclipse.mylyn.team.ui",1449471463183
started,bundle,org.eclipse.search,3.7.0.v20110928-1504,"org.eclipse.search",1449471463183
started,bundle,org.eclipse.team.core,3.6.0.I20110525-0800,"org.eclipse.team.core",1449471463183
started,bundle,org.eclipse.team.cvs.core,3.3.400.I20110510-0800,"org.eclipse.team.cvs.core",1449471463193
started,bundle,org.eclipse.team.cvs.ui,3.3.401.v20120126-1227,"org.eclipse.team.cvs.ui",1449471463193
started,bundle,org.eclipse.team.ui,3.6.101.R37x_v20111109-0800,"org.eclipse.team.ui",1449471463193
started,bundle,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui",1449471463193
started,bundle,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console",1449471463193
started,bundle,org.eclipse.ui.editors,3.7.0.v20110928-1504,"org.eclipse.ui.editors",1449471463193
started,bundle,org.eclipse.ui.forms,3.5.101.v20111011-1919,"org.eclipse.ui.forms",1449471463193
started,bundle,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.ui.ide",1449471463193
started,bundle,org.eclipse.ui.navigator,3.5.101.v20120106-1355,"org.eclipse.ui.navigator",1449471463193
started,bundle,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.resources",1449471463193
started,bundle,org.eclipse.ui.net,1.2.100.v20111208-1155,"org.eclipse.ui.net",1449471463193
started,bundle,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views",1449471463193
started,bundle,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"org.eclipse.ui.workbench",1449471463193
started,bundle,org.eclipse.ui.workbench.texteditor,3.7.0.v20110928-1504,"org.eclipse.ui.workbench.texteditor",1449471463193
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1449471463193
started,bundle,org.eclipse.update.core,3.2.500.v20110330,"org.eclipse.update.core",1449471463193
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1449471463193
started,bundle,com.altera.sbtgui.core,14.0.0.200,"com.altera.sbtgui.core",1449471463203
started,bundle,com.altera.sbtgui.integration,14.0.0.200,"com.altera.sbtgui.integration",1449471463203
started,bundle,com.altera.sbtgui.launch,14.0.0.200,"com.altera.sbtgui.launch",1449471463203
started,bundle,com.altera.sbtgui.project,14.0.0.200,"com.altera.sbtgui.project",1449471463203
started,bundle,com.altera.systemconsole,14.0.0.200,"com.altera.systemconsole",1449471463203
started,bundle,com.altera.systemconsole.designs.plugin,14.0.0.200,"com.altera.systemconsole.designs.plugin",1449471463203
started,bundle,com.altera.utilities,14.0.0.200,"com.altera.utilities",1449471463203
os,sysinfo,,,"win32",1449471463203
arch,sysinfo,,,"x86_64",1449471463203
ws,sysinfo,,,"win32",1449471463203
locale,sysinfo,,,"en_US",1449471463203
processors,sysinfo,,,"8",1449471463203
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1449471463203
java.runtime.version,sysinfo,,,"1.6.0_23-b05",1449471463203
java.specification.name,sysinfo,,,"Java Platform API Specification",1449471463203
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1449471463203
java.specification.version,sysinfo,,,"1.6",1449471463203
java.vendor,sysinfo,,,"Sun Microsystems Inc.",1449471463203
java.version,sysinfo,,,"1.6.0_23",1449471463203
java.vm.info,sysinfo,,,"mixed mode",1449471463203
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1449471463203
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1449471463203
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1449471463203
java.vm.specification.version,sysinfo,,,"1.0",1449471463203
java.vm.vendor,sysinfo,,,"Sun Microsystems Inc.",1449471463203
java.vm.version,sysinfo,,,"19.0-b09",1449471463203
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1449471464073
started,bundle,org.eclipse.cdt.debug.core,7.1.0.201202111925,"org.eclipse.cdt.debug.core",1449471464113
started,bundle,org.eclipse.cdt.debug.ui,7.1.2.201202111925,"org.eclipse.cdt.debug.ui",1449471464113
